"","business_id","name","neighborhood","address","postal_code","latitude","longitude","stars","review_count","open_2017","categories","open_2019","august_2017_median"
"6791","otfSRZ-vIPddp_fOoZG4Nw","""Supercuts""","Summerlin","""10420 W Cheyenne Ave Ste 120, Shadow Hills Plaza, Shadow Hills Plz""","89129",36.2187755,-115.3142751,4.5,23,1,"Hair Salons;Beauty & Spas",1,1300
"4365","hcEnLRdLcIZurxiYJ_h41w","""Starbucks""","Westside","""8780 W Charleston Blvd""","89117",36.1595847972,-115.287722474,3.5,74,1,"Food;Coffee & Tea",1,1400
"1247","62hoBKy_LMgG6vDz38cOXA","""Yoga Sanctuary""","Westside","""7915 W Sahara Ave, Ste 101""","89117",36.1427866429,-115.263664073,4,70,1,"Yoga;Health & Medical;Massage;Active Life;Beauty & Spas;Fitness & Instruction;Massage Therapy;Meditation Centers",1,1400
"6810","OV8FLyjA5Ox827E-RKPi4g","""McDonalds""","Sunrise","""Nellis & Vegas Valley""","89121",36.1373848373,-115.065069091,2,3,1,"Fast Food;Burgers;Restaurants",0,1100
"6758","OQ_ytM4M2UQMd4NHPy6aHQ","""Shawn Hong - Realty One Group""","Centennial","""5550 Painted Mirage Rd, Ste 140""","89149",36.2616901,-115.2550906,4,5,1,"Real Estate Agents;Home Services;Real Estate;Real Estate Services",1,1350
"4247","GxW6qw3crhs2cRtsMP9FjQ","""ABC Stores 114""","Eastside","""378 E Tropicana Ave""","89169",36.1010104,-115.1560798,4,11,1,"Souvenir Shops;Beauty & Spas;Shopping;Convenience Stores;Beer;Wine & Spirits;Food;Grocery;Jewelry;Cosmetics & Beauty Supply",1,1375
"5844","LW0Q09S7vIzUSUFj6TUpvA","""Dollar Tree""","Northwest","""4430 N Rancho Dr""","89130",36.240077,-115.232254,4,4,1,"Shopping;Discount Store",1,1330
"7529","R0N96miR1wm_IIENgqmCeA","""Tire Works Total Car Care""","Spring Valley","""7070 S. Jones Blvd.""","89118",36.0604877,-115.2238383,2.5,72,1,"Auto Repair;Tires;Automotive",1,1100
"959","4gunIsK2aDK40EFb3wUqbQ","""West Coast Auto Sales""","Sunrise","""1546 N Nellis Blvd""","89110",36.187653,-115.061478,3.5,5,1,"Automotive;Car Dealers",0,1000
"2213","aX5yv79RwdBHKbfszlRBMA","""Stylish Nails""","Southeast","""467 E Silverado Ranch Blvd, Ste 185""","89183",36.0121485,-115.15323,3,36,1,"Nail Salons;Beauty & Spas",1,1300
"1047","4wAtnTwg-7tCxnKUVoIAyQ","""Super Liqour Mccarran Village""","Eastside","""384 E Tropicana Ave, Ste 150""","89169",36.102907,-115.155708,4,16,1,"Shopping;Beer;Wine & Spirits;Tobacco Shops;Food;Vape Shops",1,1375
"6378","NK-4b3WvDQBr0R98IWZasA","""Anderson Business Advisors""","Eastside","""3225 McLeod Dr, Ste 100""","89121",36.1312898,-115.1101589,5,3,1,"Real Estate Law;Accountants;Tax Services;Financial Services;Professional Services;Business Consulting;Business Law;Lawyers;Bookkeepers;General Litigation",1,1100
"9697","xjlMlnxWqMd3FGODA_z1NA","""China A Go Go""","Sunrise","""5841 E Charleston Blvd, Ste 250""","89142",36.1580433,-115.0460999,3.5,102,1,"Restaurants;Chinese",1,1095
"8868","V_JeO9Z6Mu3yenK1__VbMw","""Budget Car Rental""","Westside","""7150 W Sahara Ave""","89117",36.1449356749,-115.249332849,2.5,7,1,"Car Rental;Hotels & Travel",1,1400
"4722","ifkCEpYaSAUT3WVQNxwvXA","""El Cordobes""","Eastside","""5020 E Tropicana Ave""","89122",36.1004362,-115.062908,4.5,19,1,"Specialty Food;Mexican;Food;Restaurants;Ethnic Food",1,1195
"9826","xvjkhS2PXajDniDzP1-hdA","""Lone Mountain Animal Hospital""","Northwest","""6688 W Cheyenne Ave""","89108",36.2185268,-115.2418222,4,72,1,"Pets;Veterinarians",1,1095
"9741","xO19CCQRW5LBVs2pXo9gmA","""Unitarian Universalist Congregation""","Sunrise","""3616 E Lake Mead Blvd""","89115",36.1963767,-115.0958191,5,3,1,"Religious Organizations;Churches",1,1025
"7523","r-W1HPIZ3V6S2DaXhs9EbQ","""Allen Hui, OD""","Spring Valley","""7100 W Arroyo Crossing Pkwy, Ste 1""","89113",36.065083,-115.2461227,5,42,1,"Health & Medical;Optometrists",1,1250
"2269","B1vEIxf7_9RrrHz60X4-MQ","""Plug in Vegas""","Spring Valley","""5355 South Rainbow Blvd, Ste 206""","89118",36.0915927,-115.2441965,5,4,1,"Arts & Entertainment",1,1100
"6371","NjClCzVe0dgaMt6q_-9-oA","""Las Vegas Skin & Cancer Clinics""","Centennial","""6850 North Durango, Ste 100""","89149",36.2857422,-115.2853397,4.5,8,1,"Skin Care;Beauty & Spas;Doctors;Medical Spas;Health & Medical;Dermatologists",1,1350
"10567","ZZPLE9A6r-Wszc8EdYoVEg","""Desert Rose Resort""","Southeast","""5051 Duke Ellington Wy""","89119",36.0981302,-115.167506,3.5,164,1,"Hotels & Travel;Resorts;Vacation Rentals;Hotels;Event Planning & Services;Party & Event Planning",1,855
"2219","AxoD6TJc_tIJUIXYiBFjAw","""Pharmacy Boardshop""","Southeast","""1920 E Serene Ave, Ste 500-2""","89123",36.021061,-115.1259545,4,26,1,"Shoe Stores;Fashion;Shopping;Sports Wear;Skate Shops;Men's Clothing;Sporting Goods",1,1395
"2228","ayT30_GPYHqnrDhBe3IySQ","""Life Cafe""","Summerlin","""10721 W Charleston Blvd""","89135",36.1581511387,-115.327772485,3,7,1,"Restaurants;Cafes",1,1872.5
"9957","yChBrrOuYEoMv8CsqdeZdw","""Hogan Chiropractic""","Eastside","""2675 E Flamingo Rd, Ste 9""","89121",36.114313,-115.1139813,4.5,16,1,"Physical Therapy;Health & Medical;Chiropractors",1,1100
"2656","CAEc3lC_RV0RP6F6UwbE1g","""Tonic Studio""","Westside","""8975 W Charleston Blvd, Ste 120""","89117",36.1578682709,-115.290409215,4.5,111,1,"Beauty & Spas;Hair Salons",1,1400
"8509","txGI0iRCHkJbcBATVDo4KA","""Concept Embroidery""","Eastside","""3330 E Tropicana Ave, Ste W""","89121",36.1010652,-115.1026823,3.5,6,1,"Professional Services;Local Services;Screen Printing/T-Shirt Printing;Graphic Design",1,1100
"347","0DO_MfP9R3XgadkbavmhwQ","""Aaron Lelah Jewelers""","Spring Valley","""4175 S Grand Canyon Dr""","89147",36.1136935,-115.3074951,3.5,33,1,"Home Decor;Jewelry;Watches;Shopping;Home & Garden",1,1300
"2603","C-VQh9N6L-hkUOqwnIUS7w","""Cash Oasis""","Eastside","""3870 E Flamingo Rd""","89121",36.115723,-115.089473,3.5,3,1,"Check Cashing/Pay-day Loans;Financial Services",1,1100
"6287","N9BN9ldVl1FNzcB9_eAstw","""Red Rock Bowling UYE Part 2""","Summerlin","""11022 W Charleston Blvd""","89135",36.1590984,-115.3379148,4.5,16,1,"Active Life;Bowling",1,1872.5
"4084","gKefanye4qa7SN6pCeynTg","""J&J Landscape""","Summerlin","""8510 W Lake Mead Blvd""","89128",36.1990253,-115.2798693,3.5,16,1,"Irrigation;Landscaping;Home Services;Tree Services",1,1100
"4672","I8T4Xsp3Wv7W-RJhsHrTDA","""Menchie's Frozen Yogurt""","South Summerlin","""10965 Lavender Hill Dr""","89135",36.1448691018,-115.333094061,4,34,1,"Ice Cream & Frozen Yogurt;Food",1,1872.5
"1958","a6P2kqjzgkww66mp5ecbqA","""Summerlin""","Summerlin","""10801 W Charleston Blvd, Fl 3""","89135",36.1864543229,-115.295500495,5,5,1,"Real Estate Services;Home Services;Real Estate;Property Management;Public Services & Government",1,1872.5
"3539","EtWhX8jFs9rgDrvEOpFeIw","""Subway""","Westside","""8000 W Sahara Ave""","89117",36.1442895,-115.266008,2,12,1,"Restaurants;Fast Food;Sandwiches",1,1400
"4462","hlCDoScWrxIQTQMBHL7ovA","""Fanco""","Northwest","""4450 N Tenaya Way, Ste 140""","89129",36.2417403,-115.2501541,2,10,1,"Electricians;Home Services;Lighting Fixtures & Equipment",1,1300
"747","2VtghgP78OPbPHo0ubPCew","""Diversity""","University","""4700 S Maryland Pkwy""","89119",36.103953,-115.136215,2.5,11,1,"Tattoo;Shopping;Beauty & Spas;Tobacco Shops",1,855
"10056","yKpdzrqe_qIbu9dB6bj9Gg","""PGA Tour Grill""","Southeast","""5757 Wayne Newton Blvd""","89119",36.0835550898,-115.152172633,2.5,18,1,"Bars;Nightlife;Restaurants;American (Traditional)",1,855
"6361","NhX82o-gkUhdD8hjj66EeA","""Las Vegas Pet Spa""","Southeast","""9400 S Eastern Ave""","89123",36.0182263,-115.1179256,4,46,1,"Pet Sitting;Pet Groomers;Pet Services;Pets",1,1395
"6904","p6yUO0YxRAb0lr5h2GOF1w","""Verizon""","Eastside","""3825 S Maryland Pkwy""","89119",36.1194320945,-115.138094723,3,32,1,"Internet Service Providers;Professional Services;Mobile Phones;Home Services;Electronics;Shopping",0,855
"6072","ml3ny0mEmgqE80tz7A50kA","""Casino'ssage""","Eastside","""4760 S Pecos Rd, Ste 208""","89121",36.1026796,-115.1003176,4,3,1,"Massage Therapy;Health & Medical",1,1100
"1781","9bDlU7kq3om2ESXdp8jK_A","""Spanish Ridge""","Spring Valley","""7340 W Russell Rd""","89113",36.0855191,-115.2507593,1.5,7,1,"Home Services;Apartments;Real Estate",1,1250
"9342","whnrAcHnHIdWImeNtVScLQ","""Benefit Brow Bar""","Spring Valley","""7265 Arroyo Crossing Pkwy""","89113",36.063361,-115.2504679,5,14,1,"Shopping;Beauty & Spas;Makeup Artists;Hair Removal;Cosmetics & Beauty Supply",1,1250
"8114","suBWE9Nzu0KyZlTt293Z2A","""BannerView""","Spring Valley","""6348 S Rainbow Blvd, Ste 110""","89118",36.0736227,-115.2417923,4.5,6,1,"Professional Services;Graphic Design;Web Design;Marketing",1,1100
"4855","itlVpakTVzeVlvXXLumL6w","""Heirloom Photo Studio""","Spring Valley","""6670 S Tenaya Way, Ste 200""","89113",36.0671343,-115.2510426,5,7,1,"Photographers;Event Photography;Session Photography;Event Planning & Services",1,1250
"5096","jKpt3uFddr26f2xZk3DPgw","""First Response Security""","Centennial","""7495 W Azure Dr, Ste 110""","89130",36.2744193,-115.2592775,3,22,1,"Security Systems;Home Automation;Home Services",1,1330
"1556","7ZPMngvH89iNF0RzFiIEqw","""Green Valley Grocery""","Chinatown","""3711 S Valley View Blvd""","89103",36.1223454,-115.1905952,2.5,5,1,"Convenience Stores;Food;Gas Stations;Grocery;Automotive",1,1225
"4065","GJBLjDkfJ4tvkpAjDeCikA","""Einstein Bros""","The Lakes","""9031 W Sahara Ave""","89117",36.1438217,-115.294084,2,105,1,"Food;Bagels",1,1400
"1392","6tSvz_21BMo3a4GaItwa0g","""Jjanga Japanese Restaurant""","Chinatown","""3650 S Decatur Blvd, Ste 31""","89103",36.1235575,-115.2075378,4,1037,1,"Nightlife;Karaoke;Japanese;Sushi Bars;Restaurants",1,1225
"4068","GjEDqcO18HPGqEajeWg_Ig","""Odds and Ends Thrift Store""","Northwest","""4460 N Rancho Dr""","89130",36.241874,-115.230752,3.5,9,1,"Home & Garden;Used;Vintage & Consignment;Fashion;Shopping;Antiques;Furniture Stores;Thrift Stores",1,1330
"9627","xcL8PNpRygalnejv0bp1-w","""Tacos El Compita 3""","Eastside","""4455 E Tropicana St""","89121",36.0997216522,-115.076853675,4.5,26,1,"Mexican;Restaurants",1,1100
"7428","qQ5ZxL5qq0-cv_pAmvYStQ","""Xpress Cuts""","Spring Valley","""6910 S Rainbow Blvd""","89118",36.0628066,-115.2414949,2.5,29,1,"Beauty & Spas;Hair Salons",0,1100
"7456","qSOZ3rgIWYSmf2kkeooh6A","""Flamingo Pet Clinic""","Eastside","""2675 E Flamingo Rd, Ste 1""","89121",36.1143063,-115.1138005,4.5,52,1,"Pet Services;Pets;Veterinarians",1,1100
"6926","pAOaspUGXIuTM8xYMy8zMQ","""Northern Lights and Fans""","Spring Valley","""6285 S Rainbow Blvd, Ste 100""","89118",36.0744412,-115.2426108,5,5,1,"Lighting Fixtures & Equipment;Home Services",1,1100
"7022","pJEuFxpYKB1vfU7uttF41A","""La Petite Academy of Las Vegas""","Spring Valley","""4270 South Rainbow Blvd""","89103",36.1108805,-115.2416404,4,17,1,"Child Care & Day Care;Elementary Schools;Preschools;Education;Local Services",0,1225
"10480","zqXQX-KDe1Ft_Fevf7lw7A","""Golden Retriever Rescue of Southern Nevada""","Northwest","""7065 W Ann Rd, Ste 130-656""","89130",36.2612332,-115.2474064,4,4,1,"Animal Shelters;Pets;Pet Stores",1,1330
"10125","Yq92uUpugGyJLvDtcDRunw","""In-N-Out Burger""","Southeast","""9240 S Eastern Ave""","89123",36.0213759,-115.1180729,4.5,218,1,"Fast Food;Burgers;Restaurants",1,1395
"3742","fiinXBUEam4Sxdt1ZV2KVA","""Haunted Vegas Tours""","Eastside","""255 E Flamingo Rd""","89169",36.1133965,-115.1600873,4,30,1,"Arts & Entertainment;Tours;Hotels & Travel",1,1375
"1329","6gRo4J_9njCov_kJKAXlbQ","""Husker Automotive""","Southeast","""544 E Silverado Ranch Blvd, Ste 102""","89183",36.01373,-115.1516232,2.5,30,1,"Auto Repair;Automotive",1,1300
"8907","V6u7__4jbEDOgWR8K6qUSw","""El Gran Taco""","Eastside","""4924 E Tropicana Ave""","89121",36.1003325,-115.0662215,3.5,8,1,"Restaurants;Mexican",0,1100
"5735","LLwZYO-hxWDXJ9JFINABDg","""Charlie Kellogg and Joe Zaher Sports Complex""","Summerlin","""7901 W Washington Ave""","89128",36.179939,-115.269631,4.5,23,1,"Pets;Soccer;Active Life;Parks",1,1100
"6415","nnFczMXWQLf0hlySkti6pw","""Optic Gallery""","Northwest","""5705 Centennial Center Blvd, Ste 150""","89149",36.2647366448,-115.258161736,4.5,37,1,"Shopping;Eyewear & Opticians;Health & Medical;Optometrists",1,1350
"177","-C8sSrFqaCxp51pyo-fQLQ","""The Rice Shop""","Spring Valley","""3655 S Durango Dr, Ste 9""","89147",36.1231118615,-115.279896937,4.5,128,1,"Specialty Food;Food;Comfort Food;Asian Fusion;Restaurants",0,1300
"3005","DAkse7CKuqt1rmxuu3htIw","""Terrible Herbst""","Southwest","""6915 Blue Diamond Rd""","89178",36.0218714315,-115.243903671,2.5,13,1,"Gas Stations;Oil Change Stations;Automotive;Car Wash;Convenience Stores;Food",1,1450
"6182","MVjkFLHNJmbQ-ZTd3QY3nQ","""Rika Arepa Express""","Eastside","""3650 E Flamingo Rd, Ste 1""","89121",36.115773504,-115.095736714,4.5,49,1,"Food;Street Vendors;Latin American;Gluten-Free;Vegan;Food Trucks;Restaurants;Venezuelan",1,1100
"10324","ZCaKwZDJ0vGssT7j7tCfQg","""Fast Moving""","Southeast","""5030 S Paradise Rd""","89119",36.098467,-115.148375,1,3,1,"Home Services;Movers",1,855
"9009","VH_3-FUgJwOptryFLtj3tQ","""Lee's Discount Liquor""","Centennial","""6690 N Durango""","89149",36.282482,-115.284216,3.5,18,1,"Beer;Wine & Spirits;Food",1,1350
"19","_7wj87KZspahqDHxbXreMQ","""Walgreens""","Southeast","""2389 E Windmill Ln""","89123",36.04186,-115.1193403,3,30,1,"Convenience Stores;Photography Stores & Services;Cosmetics & Beauty Supply;Shopping;Food;Beauty & Spas;Drugstores",1,1395
"2896","CXrV-YvDIXUz9fGpTz5SEg","""Chipotle Mexican Grill""","Southwest","""3815 Blue Diamond Rd""","89139",36.0397812689,-115.190901574,3,49,1,"Restaurants;Mexican;Fast Food",1,1450
"3832","FrcbyQ_fUPfQXEfyuM3YsQ","""Alex Smoke Shop & Gifts""","Spring Valley","""8565 W Sahara Ave, Ste 110""","89147",36.1153533,-115.2889403,3.5,6,1,"Flowers & Gifts;Shopping;Tobacco Shops;Gift Shops",1,1300
"4078","gJyhMfHeLToBC7Ex96FhZQ","""King's Row RV and Mobile Home Park""","Eastside","""3660 Boulder Hwy""","89121",36.1383086,-115.0967332,3.5,7,1,"Hotels & Travel;Parks;RV Parks;RV Rental;Active Life;Campgrounds",1,1100
"5349","KCqpkW8a_j0QzGrOqLH4Zg","""Desert Oral Surgery""","Spring Valley","""5255 S Durango Dr""","89113",36.0934252,-115.2797453,4.5,10,1,"Health & Medical;Oral Surgeons;Dentists;General Dentistry",1,1250
"230","-mdfZf8vUyBeDamD8dZ5uQ","""Hot Topic""","Southeast","""7400 Las Vegas Blvd South""","89123",36.052392,-115.1690207,3,13,1,"Plus Size Fashion;Shopping;Accessories;Women's Clothing;Outlet Stores;Fashion;Department Stores;Men's Clothing",1,1395
"4605","hySFMXFqyb7rNuxS8koNrQ","""Taco Bell""","Southwest","""4880 W. Frias Avenue""","89141",36.00232,-115.20777,2,24,1,"Fast Food;Restaurants;Tex-Mex;Mexican",1,1495
"4318","h72AsjSTT3dPzYejT57mdQ","""Sidney Wilson Personal Training""","Spring Valley","""5693 S Jones Blvd, Ste 103""","89118",36.0861742305,-115.226145709,4.5,57,1,"Active Life;Weight Loss Centers;Gyms;Trainers;Fitness & Instruction;Health & Medical",1,1100
"3857","FucKegcOSCOkdPKQoJSJ7g","""Trader Joe's""","Northwest","""5639 Centennial Ctr Blvd""","89149",36.2635761112,-115.257379599,4.5,38,1,"Specialty Food;Shopping;Florists;Beer;Wine & Spirits;Grocery;Food;Organic Stores;Health Markets;Flowers & Gifts",1,1350
"8852","uY0bf4yqVa7eVR0ULoAUUQ","""Mathnasium of Summerlin""","Summerlin","""1990 Village Center Cir, Ste 10""","89134",36.1918291,-115.3056102,5,23,1,"Tutoring Centers;Test Preparation;Education;Educational Services;Private Tutors",1,1550
"8599","UA44vdnffx3OlWmDamDqJw","""Family & Cosmetic Dentistry""","Eastside","""2850 E Desert Inn Rd""","89121",36.1302543,-115.1115053,5,9,1,"Cosmetic Dentists;General Dentistry;Health & Medical;Dentists",1,1100
"2651","c9gIJ3KZ-hp1i7E4tomjyQ","""Elemental Plumbing""","Chinatown","""3651 Lindell Rd""","89103",36.1233348,-115.2170789,5,15,1,"Contractors;Plumbing;Home Services;Water Heater Installation/Repair",1,1225
"8554","u1TE5epghwbzpwfwhdZlug","""Desert Foot & Ankle""","Summerlin","""8551 W Lake Mead Blvd, Ste 230""","89128",36.198217,-115.281763,2.5,3,1,"Na",1,1100
"1421","72oMUyOEaoxl_mepI3mXZw","""Sky Dental""","Centennial","""6420 Sky Pointe Dr, Ste 170""","89131",36.2791985,-115.2615966,5,8,1,"Health & Medical;Periodontists;General Dentistry;Cosmetic Dentists;Dentists",1,1450
"7444","qRymrsLmlA34bC8PvNoujg","""Market Grille Cafe""","Centennial","""7070 N Durango Dr""","89149",36.2892014,-115.2873343,4,461,1,"Caterers;Greek;Event Planning & Services;Restaurants;Mediterranean;Italian",1,1350
"7091","pPcnKdKLjvGq1imxhq3grA","""Splash N' Dash Car Wash""","Spring Valley","""7282 S Fort Apache Dr""","89148",36.0559679734,-115.296590834,3.5,14,1,"Car Wash;Gas Stations;Automotive",1,1475
"7052","pLZ9oZM8c6MNbRlg06lBPg","""Planet Nissan""","Centennial","""5850 Centennial Center Blvd""","89149",36.2681676576,-115.259781521,3,225,1,"Auto Repair;Car Dealers;Automotive;Auto Parts & Supplies",1,1350
"9180","Vxr-iQIrjXQ73k-Ez0jA7Q","""Challenger School - Desert Hills""","Spring Valley","""8175 West Badura Ave""","89113",36.0606681,-115.269377,4,9,1,"Preschools;Education;Local Services;Elementary Schools;Child Care & Day Care",1,1250
"1678","8OI2BKw5xaoYwJDaL5Bn0w","""CJ Auto Repair""","Eastside","""3350 E Flamingo Ave""","89121",36.1168382,-115.101289,4,16,1,"Automotive;Transmission Repair;Auto Glass Services;Auto Repair;Oil Change Stations",1,1100
"8672","UGKdI2t19nALJT2gm25cMw","""China Spa""","Southeast","""8164 S Las Vegas Blvd, Ste 102""","89123",36.0412102,-115.1722426,2.5,9,1,"Day Spas;Beauty & Spas",1,1395
"9768","XpQ4iGIMIzoCkYANb7Scmw","""Alicante Apartments""","Spring Valley","""4370 S Gran Canyn Dr""","89147",36.1102769,-115.3044103,3,10,1,"Home Services;Apartments;Real Estate",1,1300
"3813","fp1AV66Uq9mo_9ZhZIIpcQ","""Pizza Hut""","Spring Valley","""6415 S Fort Apache Rd, Ste 110""","89148",36.0709692414,-115.298446566,2,23,1,"Italian;Restaurants;Chicken Wings;Fast Food;Pizza",1,1475
"4969","j6aEG3n0r9vxvGzqIhF-ZA","""East Foot Spa""","Southeast","""7475 S Eastern Ave, Ste B""","89123",36.0539089,-115.1187688,4,99,1,"Beauty & Spas;Reflexology;Massage;Health & Medical;Day Spas",1,1395
"5260","k0ZUrpL789RZb1QuaE8_Uw","""Cafe Verde Rebel""","Southeast","""9821 S Eastern Ave""","89183",36.0109224,-115.1205456,4,7,1,"Restaurants;Chicken Wings;American (Traditional);Pizza",0,1300
"7713","RNi6tW22UMgHwWLAb0mYdA","""Lawry's The Prime Rib""","Eastside","""4043 Howard Hughes Pkwy""","89169",36.1151617,-115.1597903,4,890,1,"Steakhouses;Restaurants",1,1375
"6382","nkePj4EQAbreJNOCyE1QGQ","""Avanti Rent-A-Car Agency Operator For Avis""","Northwest","""7171 W Craig Rd, Ste 108""","89129",36.2382844,-115.2507023,3.5,8,1,"Car Rental;Hotels & Travel",1,1300
"9214","w0uLRVXNwqyxouspWrTq9A","""Reverent Tattoo""","Eastside","""4310 E Tropicana Ave, Ste 2""","89121",36.1010736,-115.079286,5,97,1,"Arts & Entertainment;Beauty & Spas;Tattoo",1,1100
"3595","ezHbVQA5FTsaSWZUm5X8eA","""The Club At LAS Terminal 3""","Southeast","""5757 Wayne Newton Blvd, Gate E2, Terminal 3""","89119",36.086021,-115.13367,4,4,1,"Nightlife;Bars;Airport Lounges",1,855
"6740","OnoCJvM4P_-Dl915e5VAhQ","""Bodyheat Tanning""","Centennial","""7120 N Durango, Ste 120""","89149",36.2901967971,-115.285884626,3.5,18,1,"Tanning;Beauty & Spas",1,1350
"3587","eYyXpE8rq2aObwrNa0mHBg","""Kids Quest""","South Summerlin","""11011 W Charleston Blvd""","89135",36.1564004,-115.3335562,3.5,49,1,"Playgrounds;Local Services;Kids Activities;Child Care & Day Care;Arcades;Arts & Entertainment;Active Life",1,1872.5
"1822","9JQugbSoll4Ry8GW1XLVXA","""Pursuit Pest Control""","Southwest","""6582 Ironbound Bay Ave""","89139",36.0439409,-115.236469,4.5,11,1,"Pest Control;Local Services",1,1450
"1793","9Dp3GdYXtgnvlwZgx1mC7Q","""All Bright Dental""","Westside","""7510 W Sahara Ave""","89117",36.144275,-115.255434,5,17,1,"General Dentistry;Cosmetic Dentists;Prosthodontists;Dentists;Health & Medical;Periodontists",1,1400
"5668","LcRga10wGLZnHlGGrV_NTA","""The Law Office of Monica Centeno""","Southeast","""330 E Warm Springs Rd, Ste A-18""","89119",36.0574915,-115.1569389,3.5,3,1,"Mortgage Brokers;Estate Planning Law;Professional Services;Educational Services;Real Estate;Bankruptcy Law;Home Services;Lawyers;Education",1,855
"7634","rhyYT6qtMVxXcj9QKLiYpg","""T-Bird Lounge & Restaurant""","Southwest","""8780 Lindell Rd""","89139",36.0298542,-115.2164324,3.5,49,1,"Lounges;Restaurants;Bars;Burgers;Nightlife",1,1450
"9036","vjq3dW5A-xqj3nq9U6-9_A","""A&P Painting""","Spring Valley","""10120 W Flamingo Rd, 4-264""","89147",36.1153229,-115.3132895,5,3,1,"Home Services;Painters;Roofing",1,1300
"3969","G9YoWwiLj4o_vMXlXGtK-Q","""Results Martial Arts""","Southeast","""9890 South Maryland Pkwy, Ste 2j""","89183",36.0102243508,-115.13492371,4.5,19,1,"Muay Thai;Fitness & Instruction;Active Life;Brazilian Jiu-jitsu;Martial Arts",1,1300
"193","-fFd82efWwJRY0m3YV2Pig","""ClearChoice Dental Implant Center""","Spring Valley","""6460 Medical Center St, Ste 300""","89148",36.0710983,-115.2906757,2,5,1,"Oral Surgeons;Periodontists;Health & Medical;Prosthodontists;Cosmetic Dentists;Dentists",1,1475
"4691","iBl1gykPY5KreROw2SiT4w","""WHASN Desert Shores""","Summerlin","""2050 Mariner Dr, Ste 120""","89128",36.1980353,-115.2638455,2.5,31,1,"Doctors;Obstetricians & Gynecologists;Health & Medical",1,1100
"716","2PAI-CgWgwUag0xRLz57WA","""Vera Bradley Outlet""","Southeast","""7400 S Las Vegas Blvd""","89123",36.0539587,-115.1695624,3.5,9,1,"Fashion;Discount Store;Shopping;Accessories",1,1395
"8543","u03IiOLQNL9H9hUAc_UPPQ","""Oasis Behavioral Health Clinic""","Spring Valley","""4958 S Rainbow Blvd, Ste 100""","89118",36.098824,-115.242193,2.5,15,1,"Psychiatrists;Doctors;Health & Medical;Counseling & Mental Health",0,1100
"8812","UUG3NnmxOUnBlQ2i3peeHQ","""GNC""","Summerlin","""1930 Village Center Cir""","89134",36.1939724276,-115.30541193,4,5,1,"Vitamins & Supplements;Shopping;Specialty Food;Health Markets;Food",1,1550
