"","business_id","name","neighborhood","address","postal_code","latitude","longitude","stars","review_count","open_2017","categories","open_2019","august_2017_median"
"2653","C9ImzBi5fn742ZcAYDww2A","""Rise & Shine - A Steak & Egg Place""","Southwest","""10690 Southern Highlands Pkwy""","89141",35.9949501,-115.2062178,4,1191,1,"Food;Breakfast & Brunch;Steakhouses;American (Traditional);Grocery;Restaurants",1,1495
"3387","efSwJYCHpQ5wz6hIzUiWIA","""Taco Bell""","Sunrise","""6540 E Lake Mead Blvd, Ste 205""","89156",36.1960681406,-115.030178677,3.5,13,1,"Tex-Mex;Fast Food;Restaurants;Mexican",1,995
"7217","q0Zmv8G9KpfgFWLiqNeFpg","""North Rainbow Veterinary Emergency Hospital""","Northwest","""4445 N Rainbow Blvd""","89108",36.2416746,-115.2426978,5,29,1,"Pets;Veterinarians",1,1095
"2170","asuG7CR94SCF80KeKNsVGg","""David Perrico Pop Strings Orchestra""","South Summerlin","""11011 W Charleston Blvd""","89135",36.1551327,-115.334816,5,4,1,"Arts & Entertainment;Nightlife;Music Venues",1,1872.5
"5298","k7OQ3wV5QF9o0gNCSnI8Pw","""J & B Hauling""","Sunrise","""4616 Shoen Ave""","89110",36.1676482,-115.0738636,4.5,13,1,"Junk Removal & Hauling;Local Services",1,1000
"10565","ZzL6VEYXlSp-6pW8i27XoA","""Prestige Travel & Cruises""","Westside","""9901 W Charleston Blvd""","89117",36.1578718,-115.3129411,3,4,1,"Hotels & Travel;Travel Services",1,1400
"7543","r4N5FE0dPUV6QJogw-LmDA","""The UPS Store""","Summerlin","""1930 Village Center Cir, Ste 3""","89134",36.1938176,-115.3058135,2.5,26,1,"Local Services;Shipping Centers;Notaries;Printing Services",1,1550
"7295","qCHkRDL5DDBOhQIDNuoQIg","""Lemper Pain Centers""","Spring Valley","""5950 S Durango Dr""","89113",36.080756,-115.2786105,3.5,3,1,"Urgent Care;Health & Medical;Doctors;Physical Therapy;Osteopathic Physicians;Anesthesiologists",1,1250
"2238","AZRUB9twDxhm3JYicAw0NA","""U-Swirl Frozen Yogurt""","Sunrise","""305 N Nellis Blvd""","89110",36.1670909,-115.0627174,3,41,1,"Ice Cream & Frozen Yogurt;Food",1,1000
"1047","4wAtnTwg-7tCxnKUVoIAyQ","""Super Liqour Mccarran Village""","Eastside","""384 E Tropicana Ave, Ste 150""","89169",36.102907,-115.155708,4,16,1,"Shopping;Beer;Wine & Spirits;Tobacco Shops;Food;Vape Shops",1,1375
"3434","eJNHwNoCk_hZbK8AeHDZ9g","""Nevada Chicken Cafe""","Spring Valley","""7340 Arroyo Crossing Pkwy, Ste 5""","89113",36.0636453,-115.2520481,3.5,305,1,"Restaurants;American (Traditional);Chicken Wings;Barbeque;Cafes",1,1250
"9559","X2StRLHGsVcohdpef5iTdQ","""Banfield Pet Hospital""","Spring Valley","""5160 S Fort Apache Rd""","89148",36.0948777474,-115.294521182,2.5,10,1,"Pets;Veterinarians",1,1475
"9814","xUQeQzb77FJZ_sAdJCSJPA","""Bright Futures Pediatrics""","Centennial","""6850 N Durango Dr, Ste 202""","89149",36.2857688,-115.2853389,2.5,22,1,"Doctors;Health & Medical;Pediatricians",1,1350
"3455","ElM8yyW45TAy4vjApwy7ZQ","""Jadon Foods""","Northwest","""4343 N Rancho Dr, Ste 120""","89130",36.2386901,-115.23341,3.5,6,1,"Gluten-Free;Bakeries;Food;Restaurants",1,1330
"7347","QhMhM3Mhokv6V-H0MRuYTg","""McDonald's""","The Strip","""3999 Las Vegas Blvd S""","89119",36.0902211,-115.1720703,2,34,1,"Restaurants;Fast Food;Burgers",1,855
"366","0HcMVnyiKg-wdd1VmEwQvQ","""Ace Pest Control""","Spring Valley",""", Ste 110""","89147",36.1032922,-115.2797471,4.5,7,1,"Pest Control;Local Services",1,1300
"1302","6E8firUHULUasTt6puy2_A","""Midas""","Sunrise","""365 North Nellis Boulevard""","89110",36.1697562,-115.0625634,4,32,1,"Oil Change Stations;Tires;Automotive;Auto Repair",1,1000
"7451","qSkGFtWm2yw2qX1nITb25w","""Enterprise Rent-A-Car""","Southwest","""8635 S Rainbow Blvd, Ste 100""","89139",36.0316672,-115.2443187,4,25,1,"Car Rental;Hotels & Travel",1,1450
"714","2oSmaFSi0GSDPTOHOKeQHQ","""P-Dub's BBQ""","Eastside","""3528 South Maryland Pkwy""","89169",36.1256442093,-115.134969279,3,4,1,"Barbeque;Restaurants",1,1375
"10159","ytR2qcP1mILm38t1znURnA","""A1 PET Waste Maintenance""","Centennial","""8414 W Farm Rd, Ste 180""","89131",36.3002100063,-115.280196732,4,10,1,"Pets;Pet Services",1,1450
"10565.1","ZzL6VEYXlSp-6pW8i27XoA","""Prestige Travel & Cruises""","Westside","""9901 W Charleston Blvd""","89117",36.1578718,-115.3129411,3,4,1,"Hotels & Travel;Travel Services",1,1400
"10406","ZkBvi1OT6tMlvMGl4jYy3g","""A1 Design Stone""","Westside","""8290 W Sahara Ave, Ste 165""","89117",36.1453174,-115.2717624,5,10,1,"Home & Garden;Home Services;Flooring;Kitchen & Bath;Shopping",1,1400
"946","4dXINKRDfcRt-30R9WX-vg","""Las Vegas Farmer's Market""","Summerlin","""1600 N Rampart Blvd""","89134",36.1886104,-115.2874802,3.5,18,1,"Local Flavor;Farmers Market;Food;Grocery",1,1550
"4867","iUbTyd4JMg3YxG0mzBjdFw","""Chase Bank""","Southeast","""2165 E Windmill Ln, Ste 100""","89123",36.042046,-115.121808,4,4,1,"Real Estate;Financial Services;Mortgage Brokers;Banks & Credit Unions;Home Services",1,1395
"1502","7QFRwJ7QiO7nbEHCRI_OAQ","""A Video Game Repair""","Southeast","""1641 E Sunset Rd""","89119",36.070748,-115.130511,4,13,1,"Video Game Stores;Books;Mags;Music & Video;Local Services;IT Services & Computer Repair;Shopping;Electronics Repair;Videos & Video Game Rental",1,855
"221","-kZDhSkeep5fltrx1UA2Mg","""Crabtree-Evelyn""","Downtown","""775 Grand Central Pkwy""","89106",36.1644639,-115.1579491,4,3,1,"Shopping;Beauty & Spas;Cosmetics & Beauty Supply",1,1100
"6175","muriGdv1pnJaNZTQfZq9CQ","""Kim Layson Beauty""","Spring Valley","""8680 W Warmsprings Rd""","89148",36.0581995086,-115.243449211,4.5,19,1,"Tattoo Removal;Eyebrow Services;Hair Removal;Cosmetics & Beauty Supply;Eyelash Service;Health & Medical;Makeup Artists;Permanent Makeup;Doctors;Threading Services;Shopping;Beauty & Spas;Tattoo",1,1475
"6344","NFMX4hlT0dCHu8R7kYBuLQ","""Sephora""","Westside","""4400 Meadows Ln""","89107",36.172106033,-115.198235364,2.5,18,1,"Shopping;Beauty & Spas;Cosmetics & Beauty Supply",1,1100
"2683","CCUA8H9EkJUKfj83-7qq8g","""Milano Collection""","Eastside","""3528 S Maryland Pkwy""","89169",36.1249276,-115.1354186,2.5,6,1,"Shopping;Fashion",1,1375
"9634","Xdagpu9Jz65fBmOSjjOJjA","""Blue Diamond Animal Hospital""","Southwest","""8090 Blue Diamond Rd, Ste 100""","89178",36.0208441895,-115.267900535,3.5,24,1,"Veterinarians;Pet Services;Pet Stores;Pet Sitting;Pets",1,1450
"264","-sGIBo2YdLRu26jwjeQKrA","""Elite Investigations""","Southeast","""7435 S Eastern Ave""","89123",36.055832,-115.120023,5,3,1,"Professional Services;Private Investigation",1,1395
"8597","uA_1x0LIPbNFfHVZ3nYnGg","""Buckle""","South Summerlin","""2020 Park Centre Dr, Ste 506""","89135",36.149435,-115.332497,3.5,7,1,"Accessories;Men's Clothing;Women's Clothing;Fashion;Shopping",1,1872.5
"3321","E7WzNqwMMifJkPZtuKOgRg","""Eat Summerlin Proper""","Summerlin","""1910 Village Center Cir, Ste 1""","89134",36.193162,-115.3041037,4,103,1,"Cafes;Breakfast & Brunch;Restaurants;Sandwiches;Event Planning & Services;Caterers;American (New);Food",1,1550
"4681","IAdj4di3LA7bg28pQiF8UQ","""Corporate Capital""","The Lakes","""2905 Lake E Dr, Ste 150""","89117",36.1396936,-115.2836246,3.5,3,1,"Payroll Services;Bookkeepers;Financial Services;Tax Services;Professional Services",1,1400
"210","-J3xA1l4Lj2dZ90Nrn-H_w","""James M Heltzel, DMD AIAOMT""","Eastside","""4312 S Eastern Ave""","89119",36.1108454,-115.1187693,4.5,4,1,"General Dentistry;Dentists;Health & Medical",1,855
"10463","ZOzYE1IM07syQYm4RpmX4w","""Hair By Dimitri Papakalos""","Southwest","""4270 Blue Diamond Rd""","89139",36.0372181,-115.1978276,4.5,6,1,"Hair Stylists;Hair Salons;Beauty & Spas;Men's Hair Salons",1,1450
"1418","70MVDnc3etk9RKC4AUtIrg","""iPhix SmartPhone and Computer Repair""","South Summerlin","""3370 S Hualapai Way, Ste 145""","89117",36.1284289,-115.314551,4.5,61,1,"Local Services;IT Services & Computer Repair;Mobile Phone Repair;Home Services",1,1400
"3951","G6BwYw_0_atLPTzI1uokIA","""Nacho Daddy""","Westside","""9560 W Sahara Ave""","89117",36.1449407,-115.3028257,3.5,467,1,"Sports Bars;Tex-Mex;Mexican;Nightlife;Breakfast & Brunch;American (New);Vegan;Restaurants;Burgers;Pubs;Bars",1,1400
"4858","itQDZfCBvPBAJdzQoGP8Kw","""American Eagle Outfitters""","South Summerlin","""1900 Park Centre Dr""","89135",36.1491051486,-115.332861101,3,6,1,"Flowers & Gifts;Fashion;Shopping;Arts & Crafts;Women's Clothing;Cards & Stationery;Cosmetics & Beauty Supply;Beauty & Spas;Men's Clothing;Event Planning & Services",1,1872.5
"6343","NfM1YE-FJCToO1LB36T6lQ","""Jason's Deli""","Spring Valley","""7305 Arroyo Crossing Pkwy""","89113",36.0629898,-115.2515658,3.5,158,1,"Restaurants;Sandwiches;Delis;Salad",1,1250
"401","0MYTwljm4N-3hwhjy2ZsRA","""Buffalo Highland Apartments""","Westside","""8155 W Charleston Blvd""","89117",36.158885,-115.2695438,1,4,1,"Home Services;Apartments;Real Estate",1,1400
"10163","Yu_WYzA4zIlCxAWqpDJchw","""Yogurtland""","Northwest","""5635 Centennial Center Blvd, Ste 120""","89149",36.2636485832,-115.257175396,4,86,1,"Ice Cream & Frozen Yogurt;Food",1,1350
"10347","zEM1xgiSXZwYkPAzfxuTWg","""Verve Car Rental""","Southeast","""8174 Las Vegas Blvd S, Ste 102""","89123",36.0414230107,-115.170748217,2,69,1,"Car Rental;Hotels & Travel",0,1395
"5001","jBh399TajGcH28Zo2J1pHw","""Shake Shack""","South Summerlin","""10975 Oval Park Dr""","89135",36.1518122,-115.3320001,3.5,456,1,"American (Traditional);Burgers;Restaurants;Food;Ice Cream & Frozen Yogurt",1,1872.5
"2931","CZySeZr6ueW7B4CafSaSxg","""Deep Eyebrow Threading""","Eastside","""4564 E Tropicana""","89121",36.1003633,-115.0742641,4.5,16,1,"Jewelry;Hair Removal;Beauty & Spas;Event Planning & Services;Threading Services;Shopping;Henna Artists;Eyelash Service",1,1100
"134","_wnAPt7ehpybzQptYKNHxQ","""Village Pub & Poker""","Spring Valley","""5325 S Fort Apache Rd""","89148",36.0920280894,-115.298216501,3.5,11,1,"Pubs;Bars;Nightlife",1,1475
"5736","lLXfH0cizwDN3kNVnoTOEg","""Little Pampanga Filipino Cuisine""","Southeast","""6325 E Russell Rd""","89122",36.0833637944,-115.034034066,4,15,1,"Filipino;Restaurants",1,1195
"911","42GVtf353kOZjoQoqlg9ow","""Desert Institute of Spine Care""","Spring Valley","""9339 W Sunset Rd""","89148",36.069652,-115.296486,2.5,15,1,"Health & Medical;Medical Centers",1,1475
"3852","ftDNQ5Oa3Dw2sg6xB9VxoQ","""Las Vegas Estate Sales, LLC""","Eastside","""1350 E Flamingo Rd 663""","89119",36.1155209,-115.1345645,4,8,1,"Estate Liquidation;Real Estate Services;Professional Services;Real Estate;Home Services",1,855
"6450","nRNWaEuPtfcyR8pI-LnASA","""Italia Express""","Downtown","""755 S Grand Central Pkwy""","89106",36.1643156,-115.1574463,3,5,1,"Italian;Restaurants",1,1100
"14","_67yYM7mdSCkDIpSwywuRA","""Stonegate Apartments""","Sunrise","""5075 Spyglass Hill Dr""","89142",36.1407759,-115.0620047,2,27,1,"Real Estate;Apartments;Home Services",1,1095
"5675","LdruPwiWARfIAIe4RQGQEQ","""A Flamingo Glass & Engraving""","Southeast","""7211 S Eastern Ave, Ste 140""","89119",36.0593805467,-115.120052203,4.5,11,1,"Local Services;Shopping;Engraving;Trophy Shops",1,855
"6291","N9kHPsoo3lFWITcW2kBezg","""Body Heat Hot Pilates & Yoga""","Westside","""9026 W Sahara Ave""","89117",36.1451648,-115.2961171,4.5,17,1,"Boot Camps;Yoga;Fitness & Instruction;Pilates;Active Life",1,1400
"8517","tXZqvRjANGuIUnDNuWXKLw","""The UPS Store""","Westside","""8550 W Desert Inn Rd, Ste 102""","89117",36.131562,-115.278028,4,11,1,"Printing Services;Notaries;Shipping Centers;Local Services",1,1400
